timestamp,user,device,dest_domain,dest_category,http_method,bytes_out,process_name,user_agent
2026-01-05T12:50:47,peer4,corp-laptop-11,mail.personal.example,webmail,GET,8117,chrome.exe,Mozilla/5.0
2026-01-05T12:54:23,peer5,corp-workstation-7,stackoverflow.com,web,GET,19043,chrome.exe,Mozilla/5.0
2026-01-05T13:45:17,peer4,corp-laptop-14,git.orchid.example,internal,GET,3442,chrome.exe,Mozilla/5.0
2026-01-05T13:51:12,peer2,corp-laptop-11,drive.personal.example,personal_cloud_storage,GET,21642,python,curl/8.0
2026-01-05T14:01:38,peer1,corp-workstation-7,github.com,code_hosting,GET,29313,chrome.exe,Mozilla/5.0
2026-01-05T14:04:11,peer4,corp-laptop-11,github.com,code_hosting,GET,22043,git,Mozilla/5.0
2026-01-05T14:14:41,peer4,corp-laptop-11,mail.personal.example,webmail,GET,44628,chrome.exe,python-requests/2.x
2026-01-05T14:27:50,engineer.a,corp-workstation-7,docs.orchid.example,internal,GET,1795,chrome.exe,Mozilla/5.0
2026-01-05T14:31:24,engineer.a,corp-workstation-7,docs.orchid.example,internal,GET,20723,chrome.exe,Mozilla/5.0
2026-01-05T14:32:31,peer4,corp-workstation-7,onedrive-personal.example,personal_cloud_storage,PUT,32783,chrome.exe,Mozilla/5.0
2026-01-05T14:36:59,peer1,corp-laptop-14,drive.personal.example,personal_cloud_storage,GET,2640,edge.exe,Mozilla/5.0
2026-01-05T14:46:38,engineer.a,corp-laptop-11,docs.orchid.example,internal,GET,12637,python,Mozilla/5.0
2026-01-05T14:52:45,peer1,corp-workstation-7,git.orchid.example,internal,GET,25160,python,Mozilla/5.0
2026-01-05T15:07:43,peer4,corp-laptop-11,onedrive-personal.example,personal_cloud_storage,GET,47032,chrome.exe,python-requests/2.x
2026-01-05T15:22:50,peer4,corp-workstation-7,dropbox.example,personal_cloud_storage,GET,10917,python,Mozilla/5.0
2026-01-05T15:27:57,peer4,corp-workstation-7,box.example,personal_cloud_storage,GET,22206,chrome.exe,Mozilla/5.0
2026-01-05T15:56:13,engineer.a,corp-workstation-7,docs.orchid.example,internal,GET,28960,chrome.exe,Mozilla/5.0
2026-01-05T15:57:12,peer5,corp-laptop-22,github.com,code_hosting,GET,38541,chrome.exe,Mozilla/5.0
2026-01-05T15:57:50,engineer.a,corp-laptop-14,docs.orchid.example,internal,GET,32994,git,curl/8.0
2026-01-05T16:02:09,peer4,corp-laptop-22,intranet.orchid.example,internal,GET,46069,chrome.exe,Mozilla/5.0
2026-01-05T16:16:53,peer5,corp-workstation-7,onedrive-personal.example,personal_cloud_storage,GET,25307,chrome.exe,Mozilla/5.0
2026-01-05T16:30:04,peer2,corp-workstation-7,box.example,personal_cloud_storage,GET,607,chrome.exe,Mozilla/5.0
2026-01-05T16:40:35,peer5,corp-workstation-7,onedrive-personal.example,personal_cloud_storage,GET,22147,chrome.exe,Mozilla/5.0
2026-01-05T16:48:26,peer1,corp-laptop-22,intranet.orchid.example,internal,GET,37578,chrome.exe,Mozilla/5.0
2026-01-05T16:48:59,peer4,corp-laptop-22,artifact.orchid.example,internal,GET,3043,edge.exe,Mozilla/5.0
2026-01-05T16:53:51,engineer.a,corp-laptop-22,git.orchid.example,internal,GET,39313,chrome.exe,Mozilla/5.0
2026-01-05T16:55:49,engineer.a,corp-laptop-14,docs.orchid.example,internal,GET,47644,chrome.exe,curl/8.0
2026-01-05T17:10:06,peer3,corp-laptop-11,stackoverflow.com,web,GET,5548,chrome.exe,Mozilla/5.0
2026-01-05T17:21:25,engineer.a,corp-workstation-7,mail.personal.example,webmail,GET,39634,chrome.exe,curl/8.0
2026-01-05T17:30:24,peer4,corp-workstation-7,drive.personal.example,personal_cloud_storage,GET,5798,chrome.exe,Mozilla/5.0
2026-01-05T17:57:34,peer5,corp-laptop-22,stackoverflow.com,web,GET,2913,chrome.exe,Mozilla/5.0
2026-01-05T18:10:56,engineer.a,corp-laptop-22,git.orchid.example,internal,GET,18150,edge.exe,Mozilla/5.0
2026-01-05T18:15:06,engineer.a,corp-workstation-7,drive.personal.example,personal_cloud_storage,GET,23148,chrome.exe,Mozilla/5.0
2026-01-05T18:22:20,peer3,corp-laptop-14,artifact.orchid.example,internal,GET,19527,chrome.exe,Mozilla/5.0
2026-01-05T18:27:12,peer4,corp-laptop-22,artifact.orchid.example,internal,GET,9120,chrome.exe,Mozilla/5.0
2026-01-05T18:33:10,peer2,corp-workstation-7,dropbox.example,personal_cloud_storage,GET,39709,chrome.exe,Mozilla/5.0
2026-01-05T19:04:11,peer4,corp-laptop-14,stackoverflow.com,web,GET,20883,chrome.exe,Mozilla/5.0
2026-01-05T19:07:54,peer3,corp-workstation-7,stackoverflow.com,web,GET,33389,curl,Mozilla/5.0
2026-01-05T19:12:24,peer5,corp-laptop-11,docs.orchid.example,internal,GET,3230,chrome.exe,Mozilla/5.0
2026-01-05T19:24:24,peer5,corp-laptop-22,stackoverflow.com,web,GET,21298,curl,Mozilla/5.0
2026-01-05T19:40:43,peer2,corp-laptop-22,git.orchid.example,internal,GET,17390,chrome.exe,python-requests/2.x
2026-01-05T19:50:21,engineer.a,corp-workstation-7,docs.orchid.example,internal,GET,10911,python,Mozilla/5.0
2026-01-05T19:55:59,peer3,corp-laptop-11,stackoverflow.com,web,GET,9072,chrome.exe,curl/8.0
2026-01-05T20:05:39,peer3,corp-laptop-22,intranet.orchid.example,internal,GET,2895,edge.exe,Mozilla/5.0
2026-01-05T20:12:47,peer1,corp-workstation-7,stackoverflow.com,web,GET,27307,python,Mozilla/5.0
2026-01-05T20:27:42,peer5,corp-laptop-22,box.example,personal_cloud_storage,GET,7220,chrome.exe,python-requests/2.x
2026-01-05T20:39:24,peer4,corp-laptop-22,stackoverflow.com,web,GET,48172,chrome.exe,Mozilla/5.0
2026-01-05T20:47:12,peer5,corp-laptop-11,drive.personal.example,personal_cloud_storage,GET,40933,chrome.exe,curl/8.0
2026-01-05T21:33:26,engineer.a,corp-workstation-7,box.example,personal_cloud_storage,GET,7805,chrome.exe,Mozilla/5.0
2026-01-05T21:39:59,peer5,corp-workstation-7,intranet.orchid.example,internal,GET,20241,chrome.exe,Mozilla/5.0
2026-01-05T21:53:21,peer2,corp-laptop-22,intranet.orchid.example,internal,GET,4260,chrome.exe,curl/8.0
2026-01-05T21:55:49,peer5,corp-laptop-22,intranet.orchid.example,internal,GET,5659,chrome.exe,python-requests/2.x
2026-01-05T22:03:03,peer4,corp-laptop-14,dropbox.example,personal_cloud_storage,GET,43735,chrome.exe,Mozilla/5.0
2026-01-05T22:09:23,peer3,corp-laptop-14,git.orchid.example,internal,GET,39484,chrome.exe,curl/8.0
2026-01-05T22:10:34,peer3,corp-laptop-14,onedrive-personal.example,personal_cloud_storage,GET,20337,edge.exe,Mozilla/5.0
2026-01-05T22:29:18,peer2,corp-workstation-7,box.example,personal_cloud_storage,GET,4019,chrome.exe,Mozilla/5.0
2026-01-05T22:42:53,peer5,corp-laptop-11,onedrive-personal.example,personal_cloud_storage,GET,9019,edge.exe,Mozilla/5.0
2026-01-05T22:54:21,peer4,corp-laptop-11,dropbox.example,personal_cloud_storage,GET,36813,git,Mozilla/5.0
2026-01-05T22:56:15,peer3,corp-workstation-7,intranet.orchid.example,internal,POST,35930,chrome.exe,python-requests/2.x
2026-01-05T23:13:24,peer2,corp-laptop-22,stackoverflow.com,web,GET,21990,chrome.exe,Mozilla/5.0
2026-01-05T23:19:39,engineer.a,corp-laptop-14,docs.orchid.example,internal,GET,1937,chrome.exe,Mozilla/5.0
2026-01-05T23:25:47,peer1,corp-laptop-11,onedrive-personal.example,personal_cloud_storage,POST,48149,chrome.exe,Mozilla/5.0
2026-01-05T23:28:52,peer4,corp-laptop-14,git.orchid.example,internal,GET,25728,chrome.exe,Mozilla/5.0
2026-01-06T00:02:46,peer2,corp-workstation-7,intranet.orchid.example,internal,GET,16059,chrome.exe,Mozilla/5.0
2026-01-06T00:15:46,peer3,corp-workstation-7,box.example,personal_cloud_storage,GET,19911,python,Mozilla/5.0
2026-01-06T00:17:44,peer5,corp-laptop-14,github.com,code_hosting,GET,34558,chrome.exe,Mozilla/5.0
2026-01-06T00:36:27,peer3,corp-workstation-7,mail.personal.example,webmail,GET,1591,chrome.exe,Mozilla/5.0
2026-01-06T00:40:48,peer3,corp-workstation-7,github.com,code_hosting,GET,15193,chrome.exe,Mozilla/5.0
2026-01-06T00:48:07,peer2,corp-laptop-22,artifact.orchid.example,internal,GET,47018,chrome.exe,Mozilla/5.0
2026-01-06T01:14:30,peer5,corp-laptop-11,intranet.orchid.example,internal,GET,5757,chrome.exe,Mozilla/5.0
2026-01-06T01:23:36,peer1,corp-workstation-7,mail.personal.example,webmail,GET,32390,chrome.exe,Mozilla/5.0
2026-01-06T01:25:37,engineer.a,corp-workstation-7,git.orchid.example,internal,GET,1492,edge.exe,Mozilla/5.0
2026-01-06T01:47:18,peer4,corp-workstation-7,drive.personal.example,personal_cloud_storage,POST,48623,python,Mozilla/5.0
2026-01-06T01:50:06,peer1,corp-workstation-7,docs.orchid.example,internal,GET,4884,curl,Mozilla/5.0
2026-01-06T01:51:58,peer5,corp-laptop-11,dropbox.example,personal_cloud_storage,GET,629,chrome.exe,Mozilla/5.0
2026-01-06T03:04:11,peer3,corp-laptop-11,drive.personal.example,personal_cloud_storage,GET,7378,curl,Mozilla/5.0
2026-01-06T03:04:21,peer2,corp-laptop-22,github.com,code_hosting,PUT,40034,chrome.exe,Mozilla/5.0
2026-01-06T03:05:04,peer1,corp-laptop-14,docs.orchid.example,internal,GET,13172,git,curl/8.0
2026-01-06T03:14:49,peer1,corp-laptop-14,stackoverflow.com,web,POST,11131,git,curl/8.0
2026-01-06T03:44:58,peer4,corp-laptop-22,docs.orchid.example,internal,GET,38770,chrome.exe,Mozilla/5.0
2026-01-06T03:45:17,peer2,corp-laptop-22,drive.personal.example,personal_cloud_storage,GET,13956,chrome.exe,Mozilla/5.0
2026-01-06T04:30:45,peer5,corp-laptop-14,github.com,code_hosting,GET,19631,edge.exe,Mozilla/5.0
2026-01-06T04:33:31,engineer.a,corp-laptop-14,git.orchid.example,internal,GET,39057,python,Mozilla/5.0
2026-01-06T04:39:21,engineer.a,corp-laptop-14,box.example,personal_cloud_storage,GET,40293,edge.exe,Mozilla/5.0
2026-01-06T04:44:19,peer4,corp-laptop-22,github.com,code_hosting,GET,23583,chrome.exe,Mozilla/5.0
2026-01-06T04:58:50,peer1,corp-laptop-22,intranet.orchid.example,internal,PUT,31203,chrome.exe,Mozilla/5.0
2026-01-06T05:02:47,peer2,corp-laptop-11,box.example,personal_cloud_storage,GET,28084,chrome.exe,Mozilla/5.0
2026-01-06T05:05:44,peer1,corp-laptop-22,intranet.orchid.example,internal,GET,4188,chrome.exe,Mozilla/5.0
2026-01-06T05:08:59,peer1,corp-laptop-11,onedrive-personal.example,personal_cloud_storage,GET,20013,chrome.exe,Mozilla/5.0
2026-01-06T05:33:40,peer1,corp-laptop-11,stackoverflow.com,web,POST,997,chrome.exe,Mozilla/5.0
2026-01-06T05:50:16,engineer.a,corp-workstation-7,git.orchid.example,internal,GET,48224,chrome.exe,Mozilla/5.0
2026-01-06T06:13:44,peer4,corp-laptop-11,artifact.orchid.example,internal,GET,3519,chrome.exe,Mozilla/5.0
2026-01-06T06:37:33,peer5,corp-laptop-11,onedrive-personal.example,personal_cloud_storage,GET,5987,chrome.exe,curl/8.0
2026-01-06T06:41:04,peer2,corp-laptop-14,dropbox.example,personal_cloud_storage,GET,21317,edge.exe,curl/8.0
2026-01-06T07:08:29,peer3,corp-workstation-7,intranet.orchid.example,internal,GET,39267,chrome.exe,Mozilla/5.0
2026-01-06T07:16:30,engineer.a,corp-laptop-22,drive.personal.example,personal_cloud_storage,GET,20837,chrome.exe,Mozilla/5.0
2026-01-06T07:22:07,peer4,corp-laptop-22,docs.orchid.example,internal,GET,26257,chrome.exe,Mozilla/5.0
2026-01-06T07:27:21,engineer.a,corp-laptop-22,onedrive-personal.example,personal_cloud_storage,GET,16508,chrome.exe,Mozilla/5.0
2026-01-06T07:40:38,peer3,corp-laptop-14,artifact.orchid.example,internal,GET,34263,chrome.exe,Mozilla/5.0
2026-01-06T08:07:12,peer1,corp-laptop-14,box.example,personal_cloud_storage,GET,46775,python,Mozilla/5.0
2026-01-06T08:07:22,peer2,corp-workstation-7,onedrive-personal.example,personal_cloud_storage,PUT,5943,curl,Mozilla/5.0
2026-01-06T08:10:18,peer5,corp-laptop-11,docs.orchid.example,internal,POST,45175,chrome.exe,Mozilla/5.0
2026-01-06T08:40:38,peer4,corp-workstation-7,onedrive-personal.example,personal_cloud_storage,GET,41913,chrome.exe,Mozilla/5.0
2026-01-06T08:55:27,peer4,corp-laptop-22,github.com,code_hosting,GET,37637,chrome.exe,Mozilla/5.0
2026-01-06T09:30:28,peer2,corp-laptop-14,box.example,personal_cloud_storage,POST,7312,chrome.exe,Mozilla/5.0
2026-01-06T09:41:11,peer2,corp-workstation-7,drive.personal.example,personal_cloud_storage,GET,22774,chrome.exe,Mozilla/5.0
2026-01-06T09:59:47,peer4,corp-laptop-14,onedrive-personal.example,personal_cloud_storage,GET,30196,chrome.exe,Mozilla/5.0
2026-01-06T10:23:27,peer1,corp-laptop-14,intranet.orchid.example,internal,GET,29734,chrome.exe,Mozilla/5.0
2026-01-06T10:34:29,peer5,corp-workstation-7,onedrive-personal.example,personal_cloud_storage,GET,43789,chrome.exe,Mozilla/5.0
2026-01-06T10:51:42,peer1,corp-laptop-14,dropbox.example,personal_cloud_storage,GET,18984,chrome.exe,Mozilla/5.0
2026-01-06T11:03:17,peer4,corp-laptop-11,stackoverflow.com,web,GET,28609,edge.exe,Mozilla/5.0
2026-01-06T11:26:53,peer2,corp-laptop-11,mail.personal.example,webmail,GET,38442,chrome.exe,Mozilla/5.0
2026-01-06T11:51:48,peer1,corp-laptop-11,github.com,code_hosting,GET,10615,chrome.exe,curl/8.0
2026-01-06T12:06:13,peer1,corp-workstation-7,artifact.orchid.example,internal,GET,46245,chrome.exe,Mozilla/5.0
2026-01-06T12:40:31,peer3,corp-laptop-22,onedrive-personal.example,personal_cloud_storage,GET,5608,edge.exe,Mozilla/5.0
2026-01-06T12:43:43,peer4,corp-laptop-22,intranet.orchid.example,internal,GET,10908,chrome.exe,Mozilla/5.0
2026-01-06T12:50:09,peer4,corp-laptop-14,github.com,code_hosting,GET,15179,python,Mozilla/5.0
2026-01-06T13:02:04,peer3,corp-laptop-11,git.orchid.example,internal,GET,47576,chrome.exe,python-requests/2.x
2026-01-06T13:02:16,peer4,corp-laptop-11,mail.personal.example,webmail,PUT,21509,chrome.exe,Mozilla/5.0
2026-01-06T13:16:34,peer3,corp-laptop-14,docs.orchid.example,internal,GET,47407,chrome.exe,Mozilla/5.0
2026-01-06T13:27:37,peer5,corp-laptop-11,onedrive-personal.example,personal_cloud_storage,GET,29827,chrome.exe,Mozilla/5.0
2026-01-06T13:45:15,peer1,corp-laptop-14,git.orchid.example,internal,POST,350,chrome.exe,python-requests/2.x
2026-01-06T13:59:05,peer1,corp-laptop-14,docs.orchid.example,internal,GET,5870,chrome.exe,Mozilla/5.0
2026-01-06T14:03:35,peer4,corp-laptop-14,git.orchid.example,internal,GET,24206,chrome.exe,Mozilla/5.0
2026-01-06T14:22:54,peer2,corp-laptop-22,artifact.orchid.example,internal,GET,41577,python,Mozilla/5.0
2026-01-06T14:29:42,engineer.a,corp-workstation-7,docs.orchid.example,internal,GET,39301,git,Mozilla/5.0
2026-01-06T14:50:28,peer1,corp-workstation-7,github.com,code_hosting,GET,44206,chrome.exe,Mozilla/5.0
2026-01-06T15:08:20,peer1,corp-laptop-22,git.orchid.example,internal,GET,30499,chrome.exe,Mozilla/5.0
2026-01-06T15:25:56,engineer.a,corp-laptop-22,git.orchid.example,internal,GET,36928,chrome.exe,python-requests/2.x
2026-01-06T15:50:19,peer3,corp-workstation-7,box.example,personal_cloud_storage,POST,8790,python,Mozilla/5.0
2026-01-06T15:58:41,peer1,corp-laptop-14,github.com,code_hosting,GET,22779,chrome.exe,Mozilla/5.0
2026-01-06T16:08:28,peer4,corp-laptop-11,mail.personal.example,webmail,GET,49921,chrome.exe,Mozilla/5.0
2026-01-06T16:17:47,engineer.a,corp-laptop-14,mail.personal.example,webmail,GET,25579,chrome.exe,Mozilla/5.0
2026-01-06T16:19:13,engineer.a,corp-laptop-14,docs.orchid.example,internal,GET,32677,edge.exe,Mozilla/5.0
2026-01-06T16:57:27,peer2,corp-laptop-22,intranet.orchid.example,internal,GET,23829,chrome.exe,Mozilla/5.0
2026-01-06T17:04:33,engineer.a,corp-laptop-14,docs.orchid.example,internal,GET,21071,chrome.exe,Mozilla/5.0
2026-01-06T17:18:19,peer5,corp-laptop-22,intranet.orchid.example,internal,GET,23840,chrome.exe,Mozilla/5.0
2026-01-06T17:32:59,peer2,corp-workstation-7,intranet.orchid.example,internal,GET,1606,chrome.exe,curl/8.0
2026-01-06T17:59:58,peer4,corp-workstation-7,dropbox.example,personal_cloud_storage,GET,11215,chrome.exe,Mozilla/5.0
2026-01-06T18:06:42,peer3,corp-laptop-22,dropbox.example,personal_cloud_storage,GET,24383,chrome.exe,Mozilla/5.0
2026-01-06T18:27:12,peer2,corp-laptop-11,intranet.orchid.example,internal,GET,40981,chrome.exe,Mozilla/5.0
2026-01-06T18:30:07,peer2,corp-laptop-22,git.orchid.example,internal,GET,37385,chrome.exe,Mozilla/5.0
2026-01-06T18:52:53,peer3,corp-laptop-11,intranet.orchid.example,internal,GET,20798,curl,curl/8.0
2026-01-06T18:57:11,peer4,corp-laptop-22,github.com,code_hosting,POST,21903,chrome.exe,Mozilla/5.0
2026-01-06T19:00:19,peer5,corp-laptop-22,intranet.orchid.example,internal,GET,49559,chrome.exe,python-requests/2.x
2026-01-06T19:01:09,peer1,corp-laptop-11,onedrive-personal.example,personal_cloud_storage,GET,49816,chrome.exe,Mozilla/5.0
2026-01-06T19:02:13,peer1,corp-laptop-22,github.com,code_hosting,GET,31904,curl,Mozilla/5.0
2026-01-06T19:26:08,peer1,corp-laptop-11,dropbox.example,personal_cloud_storage,GET,14402,chrome.exe,Mozilla/5.0
2026-01-06T19:29:55,peer4,corp-laptop-11,git.orchid.example,internal,PUT,9158,chrome.exe,Mozilla/5.0
2026-01-06T19:48:49,peer1,corp-laptop-11,git.orchid.example,internal,GET,43294,chrome.exe,Mozilla/5.0
2026-01-06T19:54:17,peer3,corp-laptop-11,intranet.orchid.example,internal,GET,47727,chrome.exe,Mozilla/5.0
2026-01-06T20:10:46,peer3,corp-laptop-11,intranet.orchid.example,internal,POST,47468,edge.exe,Mozilla/5.0
2026-01-06T20:17:20,peer3,corp-workstation-7,mail.personal.example,webmail,GET,13215,edge.exe,Mozilla/5.0
2026-01-06T20:55:05,peer3,corp-laptop-22,artifact.orchid.example,internal,GET,27181,chrome.exe,python-requests/2.x
2026-01-06T20:56:05,peer1,corp-laptop-22,stackoverflow.com,web,GET,7293,chrome.exe,Mozilla/5.0
2026-01-06T21:26:17,peer1,corp-laptop-14,mail.personal.example,webmail,GET,18563,chrome.exe,Mozilla/5.0
2026-01-06T21:48:45,peer2,corp-workstation-7,stackoverflow.com,web,GET,17421,chrome.exe,Mozilla/5.0
2026-01-06T21:50:32,engineer.a,corp-workstation-7,mail.personal.example,webmail,GET,6178,chrome.exe,Mozilla/5.0
2026-01-06T21:58:49,engineer.a,corp-laptop-14,intranet.orchid.example,internal,GET,39926,edge.exe,curl/8.0
2026-01-06T22:38:16,peer4,corp-laptop-14,stackoverflow.com,web,GET,24274,chrome.exe,Mozilla/5.0
2026-01-06T22:45:55,peer4,corp-laptop-14,drive.personal.example,personal_cloud_storage,GET,10904,chrome.exe,curl/8.0
2026-01-06T22:48:14,peer3,corp-laptop-22,intranet.orchid.example,internal,GET,40385,chrome.exe,Mozilla/5.0
2026-01-06T23:16:51,peer2,corp-laptop-22,stackoverflow.com,web,GET,4619,chrome.exe,Mozilla/5.0
2026-01-07T00:03:27,peer2,corp-laptop-14,stackoverflow.com,web,GET,8910,chrome.exe,python-requests/2.x
2026-01-07T00:18:56,peer3,corp-laptop-22,intranet.orchid.example,internal,GET,35864,chrome.exe,Mozilla/5.0
2026-01-07T00:29:44,peer1,corp-laptop-22,dropbox.example,personal_cloud_storage,POST,22066,edge.exe,curl/8.0
2026-01-07T00:42:56,peer4,corp-workstation-7,drive.personal.example,personal_cloud_storage,GET,527,chrome.exe,Mozilla/5.0
2026-01-07T01:08:05,peer5,corp-laptop-14,artifact.orchid.example,internal,GET,24924,chrome.exe,Mozilla/5.0
2026-01-07T01:14:46,peer1,corp-laptop-14,dropbox.example,personal_cloud_storage,GET,7739,chrome.exe,Mozilla/5.0
2026-01-07T01:31:41,peer4,corp-laptop-11,docs.orchid.example,internal,GET,49379,chrome.exe,Mozilla/5.0
2026-01-07T01:41:24,peer4,corp-laptop-22,stackoverflow.com,web,GET,29315,chrome.exe,Mozilla/5.0
2026-01-07T01:57:14,peer1,corp-laptop-14,box.example,personal_cloud_storage,GET,27218,chrome.exe,Mozilla/5.0
2026-01-07T02:00:44,engineer.a,corp-laptop-14,git.orchid.example,internal,GET,26702,chrome.exe,Mozilla/5.0
2026-01-07T02:27:04,peer3,corp-laptop-22,box.example,personal_cloud_storage,GET,7133,edge.exe,Mozilla/5.0
2026-01-07T02:32:48,peer1,corp-workstation-7,docs.orchid.example,internal,GET,8692,chrome.exe,Mozilla/5.0
2026-01-07T02:42:34,peer2,corp-workstation-7,git.orchid.example,internal,GET,43186,git,Mozilla/5.0
2026-01-07T03:03:01,peer2,corp-workstation-7,drive.personal.example,personal_cloud_storage,POST,3782,chrome.exe,Mozilla/5.0
2026-01-07T03:11:09,peer1,corp-laptop-14,git.orchid.example,internal,GET,41787,chrome.exe,Mozilla/5.0
2026-01-07T03:11:44,peer1,corp-laptop-14,git.orchid.example,internal,GET,42971,chrome.exe,Mozilla/5.0
2026-01-07T04:28:17,peer4,corp-workstation-7,dropbox.example,personal_cloud_storage,PUT,17280,chrome.exe,Mozilla/5.0
2026-01-07T04:40:34,peer2,corp-laptop-11,dropbox.example,personal_cloud_storage,GET,46383,python,Mozilla/5.0
2026-01-07T04:41:32,engineer.a,corp-workstation-7,git.orchid.example,internal,GET,24865,chrome.exe,Mozilla/5.0
2026-01-07T05:15:09,peer3,corp-laptop-11,github.com,code_hosting,GET,18119,chrome.exe,Mozilla/5.0
2026-01-07T05:28:06,peer4,corp-laptop-11,git.orchid.example,internal,PUT,20606,chrome.exe,python-requests/2.x
2026-01-07T05:29:55,peer1,corp-laptop-14,intranet.orchid.example,internal,GET,23108,chrome.exe,python-requests/2.x
2026-01-07T05:56:25,peer4,corp-laptop-11,docs.orchid.example,internal,GET,23677,python,Mozilla/5.0
2026-01-07T06:04:54,peer1,corp-workstation-7,mail.personal.example,webmail,POST,21108,python,Mozilla/5.0
2026-01-07T06:12:45,peer3,corp-workstation-7,artifact.orchid.example,internal,GET,368,chrome.exe,Mozilla/5.0
2026-01-07T06:13:53,engineer.a,corp-laptop-14,dropbox.example,personal_cloud_storage,GET,4342,chrome.exe,Mozilla/5.0
2026-01-07T06:27:45,peer3,corp-laptop-22,dropbox.example,personal_cloud_storage,POST,46649,edge.exe,curl/8.0
2026-01-07T06:34:46,engineer.a,corp-laptop-22,intranet.orchid.example,internal,GET,24215,chrome.exe,Mozilla/5.0
2026-01-07T06:40:16,peer3,corp-laptop-14,git.orchid.example,internal,GET,5515,chrome.exe,Mozilla/5.0
2026-01-07T07:15:42,peer4,corp-laptop-14,git.orchid.example,internal,GET,37183,chrome.exe,Mozilla/5.0
2026-01-07T07:28:35,peer4,corp-laptop-14,artifact.orchid.example,internal,GET,31294,curl,Mozilla/5.0
2026-01-07T07:34:57,peer1,corp-laptop-11,mail.personal.example,webmail,GET,40246,python,Mozilla/5.0
2026-01-07T07:52:28,peer2,corp-laptop-22,docs.orchid.example,internal,GET,5543,git,Mozilla/5.0
2026-01-07T08:08:59,peer1,corp-laptop-22,intranet.orchid.example,internal,GET,46821,chrome.exe,Mozilla/5.0
2026-01-07T08:19:14,peer3,corp-laptop-11,intranet.orchid.example,internal,PUT,44348,chrome.exe,Mozilla/5.0
2026-01-07T08:20:26,peer1,corp-laptop-14,intranet.orchid.example,internal,GET,23526,chrome.exe,Mozilla/5.0
2026-01-07T08:57:39,peer2,corp-workstation-7,stackoverflow.com,web,GET,22065,chrome.exe,Mozilla/5.0
2026-01-07T09:13:39,peer2,corp-laptop-11,intranet.orchid.example,internal,GET,16893,chrome.exe,Mozilla/5.0
2026-01-07T09:31:05,engineer.a,corp-laptop-14,intranet.orchid.example,internal,GET,7855,edge.exe,python-requests/2.x
2026-01-07T09:38:26,peer5,corp-laptop-22,git.orchid.example,internal,GET,19358,edge.exe,Mozilla/5.0
2026-01-07T09:40:12,peer1,corp-laptop-22,mail.personal.example,webmail,GET,21401,chrome.exe,python-requests/2.x
2026-01-07T09:40:44,peer1,corp-laptop-22,box.example,personal_cloud_storage,GET,19934,chrome.exe,Mozilla/5.0
2026-01-07T09:46:40,peer2,corp-laptop-11,stackoverflow.com,web,GET,37665,curl,Mozilla/5.0
2026-01-07T10:05:41,peer2,corp-workstation-7,onedrive-personal.example,personal_cloud_storage,GET,1994,curl,Mozilla/5.0
2026-01-07T10:39:15,peer5,corp-laptop-22,box.example,personal_cloud_storage,GET,40012,chrome.exe,Mozilla/5.0
2026-01-07T10:54:13,peer1,corp-laptop-22,onedrive-personal.example,personal_cloud_storage,GET,43575,chrome.exe,curl/8.0
2026-01-07T10:55:53,peer1,corp-workstation-7,artifact.orchid.example,internal,POST,26745,git,Mozilla/5.0
2026-01-07T11:19:48,engineer.a,corp-laptop-14,docs.orchid.example,internal,POST,2686,chrome.exe,Mozilla/5.0
2026-01-07T11:24:51,engineer.a,corp-laptop-11,docs.orchid.example,internal,GET,32690,git,Mozilla/5.0
2026-01-07T11:50:09,engineer.a,corp-laptop-14,git.orchid.example,internal,GET,15831,chrome.exe,Mozilla/5.0
2026-01-07T11:57:21,peer1,corp-laptop-11,artifact.orchid.example,internal,GET,7256,chrome.exe,Mozilla/5.0
2026-01-07T12:01:21,peer5,corp-laptop-11,box.example,personal_cloud_storage,GET,24970,git,Mozilla/5.0
2026-01-07T12:14:59,peer5,corp-laptop-11,box.example,personal_cloud_storage,GET,5479,chrome.exe,Mozilla/5.0
2026-01-07T12:37:20,engineer.a,corp-laptop-14,git.orchid.example,internal,GET,14798,chrome.exe,Mozilla/5.0
2026-01-07T12:48:42,peer4,corp-laptop-22,intranet.orchid.example,internal,GET,926,chrome.exe,Mozilla/5.0
2026-01-07T13:05:44,peer3,corp-laptop-11,docs.orchid.example,internal,POST,34812,git,Mozilla/5.0
2026-01-07T13:06:18,peer4,corp-laptop-22,artifact.orchid.example,internal,GET,48314,edge.exe,Mozilla/5.0
2026-01-07T13:16:04,peer5,corp-laptop-22,drive.personal.example,personal_cloud_storage,GET,3093,chrome.exe,curl/8.0
2026-01-07T13:16:38,peer2,corp-laptop-11,dropbox.example,personal_cloud_storage,GET,37058,chrome.exe,Mozilla/5.0
2026-01-07T13:29:16,peer1,corp-workstation-7,artifact.orchid.example,internal,GET,1941,chrome.exe,curl/8.0
2026-01-07T13:50:34,peer2,corp-workstation-7,stackoverflow.com,web,POST,11241,git,Mozilla/5.0
2026-01-07T14:11:25,peer5,corp-laptop-14,drive.personal.example,personal_cloud_storage,GET,3513,chrome.exe,python-requests/2.x
2026-01-07T14:15:47,peer2,corp-laptop-11,box.example,personal_cloud_storage,GET,9179,git,Mozilla/5.0
2026-01-07T14:47:17,peer2,corp-laptop-14,intranet.orchid.example,internal,GET,16526,edge.exe,Mozilla/5.0
