timestamp,user,action,repo,repo_sensitivity,bytes_out,device,ip
2026-01-08T22:46:17,peer2,git_archive_download,general-tools,internal,68619637,corp-workstation-7,10.131.235.179
2026-01-08T23:10:47,peer4,git_pull,general-tools,internal,39773042,corp-laptop-11,10.227.215.85
2026-01-08T23:36:08,peer5,git_pull,accelerator-arch,restricted,28268444,corp-laptop-22,10.198.239.126
2026-01-09T00:49:52,engineer.a,git_pull,ai-orchestrator,crown_jewel,31389027,corp-workstation-7,10.142.18.249
2026-01-09T01:25:09,engineer.a,git_fetch,smartnic-fw,restricted,17559314,corp-workstation-7,10.227.105.89
2026-01-09T01:32:37,engineer.a,git_archive_download,ai-orchestrator,crown_jewel,354404544,corp-laptop-14,10.185.31.207
2026-01-09T02:47:44,peer4,git_archive_download,ai-orchestrator,crown_jewel,219405993,corp-workstation-7,10.167.204.135
2026-01-09T03:54:53,peer2,git_fetch,accelerator-arch,restricted,49511803,corp-laptop-14,10.164.14.250
2026-01-09T04:19:48,peer2,git_fetch,smartnic-fw,restricted,13495397,corp-workstation-7,10.237.161.137
2026-01-09T04:20:07,peer4,git_fetch,general-tools,internal,13298581,corp-workstation-7,10.75.88.115
2026-01-09T04:52:25,engineer.a,git_fetch,accelerator-arch,restricted,48330630,corp-workstation-7,10.29.37.76
2026-01-09T04:59:55,peer1,git_archive_download,ai-orchestrator,crown_jewel,381044675,corp-laptop-22,10.40.81.94
2026-01-09T05:26:25,peer2,git_fetch,accelerator-arch,restricted,33826665,corp-laptop-22,10.92.91.38
2026-01-09T05:55:37,peer3,git_clone,build-pipelines,internal,60166006,corp-laptop-22,10.6.133.91
2026-01-09T06:15:14,engineer.a,git_fetch,ai-orchestrator,crown_jewel,9437567,corp-laptop-14,10.2.26.244
2026-01-09T06:52:18,peer2,git_fetch,accelerator-arch,restricted,28955912,corp-workstation-7,10.157.155.166
2026-01-09T08:20:54,peer3,git_pull,build-pipelines,internal,17642737,corp-laptop-22,10.59.26.202
2026-01-09T08:30:28,peer4,git_archive_download,ai-orchestrator,crown_jewel,158580123,corp-workstation-7,10.104.91.111
2026-01-09T09:14:51,peer3,git_fetch,build-pipelines,internal,23527136,corp-workstation-7,10.97.81.229
2026-01-09T09:26:06,peer3,git_archive_download,accelerator-arch,restricted,352984005,corp-laptop-11,10.188.0.111
2026-01-09T09:52:21,engineer.a,git_archive_download,smartnic-fw,restricted,109137370,corp-workstation-7,10.66.55.216
2026-01-09T11:51:36,peer2,git_clone,accelerator-arch,restricted,74177454,corp-laptop-14,10.27.146.159
2026-01-09T12:36:23,engineer.a,git_pull,ai-orchestrator,crown_jewel,39527445,corp-laptop-14,10.23.90.201
2026-01-09T14:11:08,peer3,git_pull,general-tools,internal,48104687,corp-workstation-7,10.135.71.64
2026-01-09T16:14:18,peer2,git_fetch,smartnic-fw,restricted,7170182,corp-laptop-14,10.1.52.69
2026-01-09T17:30:28,peer2,git_archive_download,smartnic-fw,restricted,152852424,corp-laptop-22,10.244.229.79
2026-01-09T18:15:42,peer5,git_archive_download,accelerator-arch,restricted,101082783,corp-laptop-11,10.60.207.24
2026-01-09T21:04:11,peer5,git_pull,ai-orchestrator,crown_jewel,5552620,corp-workstation-7,10.159.74.53
2026-01-09T21:33:31,peer2,git_fetch,general-tools,internal,44284588,corp-laptop-14,10.134.72.127
2026-01-09T23:09:50,peer1,git_clone,build-pipelines,internal,179570854,corp-workstation-7,10.90.158.100
2026-01-09T23:11:06,peer1,git_fetch,ai-orchestrator,crown_jewel,21599757,corp-laptop-11,10.193.105.52
2026-01-10T00:30:08,peer2,git_fetch,build-pipelines,internal,30280383,corp-laptop-11,10.71.168.40
2026-01-10T00:42:56,peer4,git_pull,general-tools,internal,13693289,corp-laptop-14,10.156.181.243
2026-01-10T00:47:15,peer3,git_archive_download,accelerator-arch,restricted,361866883,corp-laptop-22,10.4.138.185
2026-01-10T00:49:28,peer4,git_fetch,ai-orchestrator,crown_jewel,9685393,corp-laptop-11,10.220.130.7
2026-01-10T00:50:01,peer4,git_clone,smartnic-fw,restricted,52131214,corp-laptop-14,10.231.30.62
2026-01-10T01:00:06,peer4,git_fetch,build-pipelines,internal,8529790,corp-laptop-22,10.107.103.225
2026-01-10T01:39:31,peer2,git_fetch,accelerator-arch,restricted,38709682,corp-workstation-7,10.156.125.127
2026-01-10T02:33:46,peer2,git_fetch,accelerator-arch,restricted,4402819,corp-laptop-22,10.60.224.44
2026-01-10T03:11:11,peer4,git_clone,general-tools,internal,273886459,corp-workstation-7,10.160.95.189
2026-01-10T03:31:08,peer2,git_fetch,general-tools,internal,47282840,corp-workstation-7,10.195.87.143
2026-01-10T03:59:32,peer2,git_fetch,build-pipelines,internal,3472137,corp-laptop-22,10.179.250.152
2026-01-10T06:44:24,peer2,git_fetch,build-pipelines,internal,44781732,corp-workstation-7,10.34.46.161
2026-01-10T07:16:30,peer5,git_fetch,smartnic-fw,restricted,25629152,corp-laptop-22,10.118.156.110
2026-01-10T08:36:12,peer2,git_pull,ai-orchestrator,crown_jewel,14833028,corp-laptop-22,10.235.202.84
2026-01-10T08:52:57,engineer.a,git_clone,ai-orchestrator,crown_jewel,105017237,corp-laptop-14,10.154.133.91
2026-01-10T10:08:55,peer2,git_pull,ai-orchestrator,crown_jewel,5184836,corp-laptop-14,10.124.118.245
2026-01-10T10:10:46,engineer.a,git_fetch,smartnic-fw,restricted,7484991,corp-laptop-14,10.216.70.120
2026-01-10T11:12:25,peer5,git_pull,smartnic-fw,restricted,6293180,corp-laptop-14,10.204.195.100
2026-01-10T11:16:28,peer2,git_fetch,general-tools,internal,43321422,corp-laptop-11,10.140.87.240
2026-01-10T12:34:39,peer3,git_fetch,smartnic-fw,restricted,17869281,corp-workstation-7,10.140.34.200
2026-01-10T13:13:10,peer3,git_pull,general-tools,internal,15474199,corp-workstation-7,10.252.108.35
2026-01-10T14:47:20,peer2,git_archive_download,smartnic-fw,restricted,391320481,corp-laptop-14,10.219.12.32
2026-01-10T14:56:37,peer3,git_clone,build-pipelines,internal,298566838,corp-laptop-14,10.1.245.157
2026-01-10T15:32:01,peer1,git_pull,general-tools,internal,10994150,corp-laptop-22,10.11.142.114
2026-01-10T15:41:28,peer3,git_archive_download,ai-orchestrator,crown_jewel,227969457,corp-laptop-14,10.59.137.172
2026-01-10T16:41:06,peer5,git_fetch,general-tools,internal,37331490,corp-laptop-11,10.207.61.224
2026-01-10T16:53:18,peer2,git_clone,build-pipelines,internal,122757380,corp-laptop-14,10.6.246.143
2026-01-10T18:23:57,peer2,git_fetch,build-pipelines,internal,8089753,corp-laptop-22,10.23.4.215
2026-01-10T19:18:52,peer3,git_fetch,general-tools,internal,26718402,corp-laptop-11,10.215.221.159
2026-01-10T19:22:17,peer5,git_fetch,accelerator-arch,restricted,11604252,corp-laptop-22,10.180.99.139
2026-01-10T19:39:40,peer3,git_pull,general-tools,internal,15892571,corp-laptop-11,10.72.252.160
2026-01-10T19:42:19,peer3,git_fetch,general-tools,internal,26293965,corp-workstation-7,10.136.37.233
2026-01-10T21:18:18,peer2,git_pull,accelerator-arch,restricted,36330660,corp-laptop-22,10.115.127.124
2026-01-10T21:26:25,peer1,git_fetch,accelerator-arch,restricted,26143694,corp-laptop-11,10.125.108.221
2026-01-10T22:15:44,engineer.a,git_fetch,ai-orchestrator,crown_jewel,45693270,corp-workstation-7,10.106.14.88
2026-01-11T00:17:53,engineer.a,git_fetch,ai-orchestrator,crown_jewel,29542757,corp-laptop-11,10.179.37.7
2026-01-11T01:08:14,peer2,git_fetch,smartnic-fw,restricted,44535785,corp-laptop-22,10.71.145.67
2026-01-11T02:06:42,peer2,git_pull,ai-orchestrator,crown_jewel,8041541,corp-workstation-7,10.147.160.120
2026-01-11T02:11:13,engineer.a,git_archive_download,ai-orchestrator,crown_jewel,1191447291,corp-workstation-7,10.182.117.253
2026-01-11T02:32:50,peer3,git_archive_download,build-pipelines,internal,128326643,corp-laptop-14,10.147.215.219
2026-01-11T03:00:16,peer3,git_fetch,smartnic-fw,restricted,10337906,corp-laptop-14,10.158.182.236
2026-01-11T03:14:42,engineer.a,git_archive_download,ai-orchestrator,crown_jewel,915223660,corp-workstation-7,10.77.39.174
2026-01-11T03:18:11,engineer.a,git_fetch,accelerator-arch,restricted,20248090,corp-laptop-14,10.35.169.143
2026-01-11T03:56:58,peer1,git_archive_download,build-pipelines,internal,314001727,corp-laptop-22,10.101.213.97
2026-01-11T04:25:10,peer3,git_fetch,accelerator-arch,restricted,19862612,corp-laptop-22,10.216.160.221
2026-01-11T04:45:49,engineer.a,git_pull,ai-orchestrator,crown_jewel,17267649,corp-laptop-14,10.143.121.85
2026-01-11T05:28:23,peer3,git_fetch,accelerator-arch,restricted,5290678,corp-laptop-22,10.203.119.246
2026-01-11T06:50:54,peer5,git_pull,ai-orchestrator,crown_jewel,12447369,corp-laptop-22,10.85.95.81
2026-01-11T07:19:36,peer4,git_clone,accelerator-arch,restricted,309049617,corp-laptop-14,10.40.8.233
2026-01-11T07:35:03,engineer.a,git_pull,accelerator-arch,restricted,20020685,corp-workstation-7,10.32.68.48
2026-01-11T08:56:00,engineer.a,git_archive_download,ai-orchestrator,crown_jewel,1072656788,corp-laptop-14,10.145.131.92
2026-01-11T09:04:36,peer5,git_pull,smartnic-fw,restricted,34418284,corp-workstation-7,10.49.122.42
2026-01-11T09:05:04,peer3,git_fetch,ai-orchestrator,crown_jewel,37239846,corp-laptop-14,10.108.240.164
2026-01-11T09:17:08,peer1,git_fetch,accelerator-arch,restricted,26561725,corp-workstation-7,10.254.67.218
2026-01-11T09:51:27,engineer.a,git_pull,smartnic-fw,restricted,38405341,corp-workstation-7,10.251.96.70
2026-01-11T10:17:18,peer5,git_fetch,accelerator-arch,restricted,39171599,corp-workstation-7,10.159.166.206
2026-01-11T10:26:35,engineer.a,git_fetch,accelerator-arch,restricted,9646300,corp-workstation-7,10.26.20.17
2026-01-11T11:29:37,peer4,git_archive_download,general-tools,internal,247654679,corp-workstation-7,10.28.68.127
2026-01-11T12:53:22,peer3,git_fetch,smartnic-fw,restricted,21054827,corp-laptop-11,10.113.111.86
2026-01-11T13:03:11,engineer.a,git_pull,smartnic-fw,restricted,15273446,corp-workstation-7,10.144.197.148
2026-01-11T13:52:16,engineer.a,git_pull,smartnic-fw,restricted,19297041,corp-laptop-14,10.129.139.80
2026-01-11T14:20:28,engineer.a,git_fetch,accelerator-arch,restricted,26826883,corp-laptop-14,10.39.162.228
2026-01-11T14:35:36,engineer.a,git_pull,ai-orchestrator,crown_jewel,19998866,corp-laptop-14,10.107.111.169
2026-01-11T14:54:58,peer2,git_fetch,ai-orchestrator,crown_jewel,30808949,corp-laptop-11,10.142.25.143
2026-01-11T15:06:22,peer3,git_archive_download,general-tools,internal,374951424,corp-workstation-7,10.137.128.60
2026-01-11T15:35:19,engineer.a,git_fetch,smartnic-fw,restricted,21592872,corp-laptop-22,10.197.254.253
2026-01-11T16:08:07,peer2,git_fetch,general-tools,internal,8003357,corp-laptop-22,10.137.47.12
2026-01-11T17:18:44,peer1,git_archive_download,general-tools,internal,288344355,corp-workstation-7,10.202.40.237
2026-01-11T17:24:55,engineer.a,git_pull,accelerator-arch,restricted,35790770,corp-workstation-7,10.127.33.28
2026-01-11T18:54:40,peer2,git_fetch,general-tools,internal,25830617,corp-laptop-22,10.223.134.58
2026-01-11T19:06:54,engineer.a,git_fetch,ai-orchestrator,crown_jewel,39827685,corp-workstation-7,10.164.144.52
2026-01-11T19:06:57,peer3,git_clone,build-pipelines,internal,178341721,corp-laptop-14,10.208.24.0
2026-01-11T19:12:29,engineer.a,git_archive_download,smartnic-fw,restricted,608232476,corp-workstation-7,10.194.133.88
2026-01-11T19:13:06,peer3,git_pull,build-pipelines,internal,30290153,corp-laptop-14,10.223.30.87
2026-01-11T19:34:30,engineer.a,git_pull,accelerator-arch,restricted,10979806,corp-workstation-7,10.73.133.185
2026-01-11T20:23:47,engineer.a,git_clone_mirror,accelerator-arch,restricted,1253672077,corp-laptop-14,10.182.136.63
2026-01-11T20:29:23,engineer.a,git_pull,ai-orchestrator,crown_jewel,47637949,corp-laptop-14,10.136.42.186
2026-01-11T21:37:05,engineer.a,git_fetch,ai-orchestrator,crown_jewel,1846371,corp-laptop-14,10.113.18.203
2026-01-11T22:28:16,engineer.a,git_archive_download,smartnic-fw,restricted,1163112991,corp-laptop-14,10.33.148.60
2026-01-11T23:18:20,engineer.a,git_fetch,ai-orchestrator,crown_jewel,35349645,corp-workstation-7,10.235.58.180
2026-01-12T00:05:31,engineer.a,git_fetch,general-tools,internal,42296199,corp-laptop-14,10.193.92.82
2026-01-12T01:42:04,peer3,git_fetch,ai-orchestrator,crown_jewel,30566749,corp-laptop-22,10.41.34.0
2026-01-12T01:59:28,peer1,git_fetch,smartnic-fw,restricted,41364092,corp-laptop-22,10.139.170.44
2026-01-12T03:18:53,peer1,git_fetch,general-tools,internal,39795835,corp-laptop-22,10.158.128.115
2026-01-12T05:02:40,engineer.a,git_pull,smartnic-fw,restricted,22009535,corp-workstation-7,10.41.104.109
2026-01-12T07:45:59,peer3,git_pull,accelerator-arch,restricted,4004944,corp-laptop-11,10.244.153.208
2026-01-12T08:27:27,peer4,git_archive_download,smartnic-fw,restricted,245878050,corp-laptop-22,10.167.118.212
2026-01-12T08:47:57,peer2,git_fetch,general-tools,internal,38465582,corp-workstation-7,10.67.68.11
2026-01-12T08:52:23,peer3,git_fetch,smartnic-fw,restricted,28883363,corp-laptop-22,10.55.74.94
2026-01-12T09:42:40,engineer.a,git_archive_download,ai-orchestrator,crown_jewel,368621888,corp-laptop-14,10.116.62.229
2026-01-12T09:50:07,peer5,git_fetch,accelerator-arch,restricted,4195942,corp-laptop-14,10.131.234.184
2026-01-12T10:07:19,peer1,git_pull,general-tools,internal,44227378,corp-laptop-22,10.135.179.34
2026-01-12T10:25:38,peer5,git_pull,accelerator-arch,restricted,34647382,corp-laptop-14,10.141.114.8
2026-01-12T10:53:27,peer5,git_pull,smartnic-fw,restricted,2209917,corp-laptop-11,10.173.60.222
2026-01-12T12:31:46,engineer.a,git_fetch,accelerator-arch,restricted,39694129,corp-workstation-7,10.34.113.112
2026-01-12T13:08:50,peer2,git_archive_download,ai-orchestrator,crown_jewel,177523738,corp-laptop-22,10.92.37.75
2026-01-12T13:17:13,peer4,git_pull,general-tools,internal,764607,corp-laptop-14,10.200.95.95
2026-01-12T14:47:02,peer5,git_clone,accelerator-arch,restricted,256795366,corp-workstation-7,10.49.41.233
2026-01-12T17:05:41,peer5,git_archive_download,general-tools,internal,51480199,corp-laptop-22,10.184.40.248
2026-01-12T18:52:22,engineer.a,git_fetch,smartnic-fw,restricted,3333908,corp-workstation-7,10.109.247.132
2026-01-12T19:02:55,peer2,git_fetch,smartnic-fw,restricted,25497777,corp-laptop-22,10.187.93.246
2026-01-12T22:58:43,peer1,git_pull,smartnic-fw,restricted,12523954,corp-laptop-22,10.98.65.125
2026-01-12T23:02:56,engineer.a,git_fetch,accelerator-arch,restricted,47518659,corp-laptop-22,10.173.19.15
2026-01-12T23:59:10,peer1,git_clone,ai-orchestrator,crown_jewel,359599954,corp-laptop-22,10.0.106.3
2026-01-13T00:15:27,peer5,git_fetch,accelerator-arch,restricted,44778449,corp-laptop-22,10.48.160.194
2026-01-13T00:16:55,engineer.a,git_pull,accelerator-arch,restricted,42288708,corp-laptop-14,10.134.194.44
2026-01-13T00:32:52,engineer.a,git_archive_download,smartnic-fw,restricted,109051072,corp-workstation-7,10.239.209.2
2026-01-13T01:45:59,peer3,git_pull,smartnic-fw,restricted,36818446,corp-laptop-11,10.217.220.23
2026-01-13T02:12:40,peer2,git_fetch,accelerator-arch,restricted,1428236,corp-laptop-11,10.59.6.41
2026-01-13T02:26:23,engineer.a,git_pull,build-pipelines,internal,37106553,corp-laptop-14,10.242.1.253
2026-01-13T04:07:04,peer5,git_fetch,general-tools,internal,42596458,corp-workstation-7,10.128.92.10
2026-01-13T04:27:31,peer1,git_pull,ai-orchestrator,crown_jewel,13764374,corp-laptop-14,10.234.57.46
2026-01-13T04:51:43,peer1,git_pull,smartnic-fw,restricted,45296748,corp-workstation-7,10.158.29.16
2026-01-13T04:56:41,peer4,git_pull,accelerator-arch,restricted,13235455,corp-laptop-22,10.178.216.192
2026-01-13T08:23:58,peer3,git_pull,ai-orchestrator,crown_jewel,10924335,corp-laptop-14,10.4.1.68
2026-01-13T08:24:36,peer3,git_pull,ai-orchestrator,crown_jewel,36872018,corp-workstation-7,10.100.160.162
2026-01-13T08:39:47,peer4,git_fetch,build-pipelines,internal,19972442,corp-workstation-7,10.113.92.85
2026-01-13T09:03:39,peer4,git_fetch,ai-orchestrator,crown_jewel,20154162,corp-laptop-11,10.176.248.31
2026-01-13T09:23:26,peer3,git_pull,smartnic-fw,restricted,16617207,corp-laptop-14,10.44.70.233
2026-01-13T10:30:31,peer1,git_pull,ai-orchestrator,crown_jewel,7577484,corp-workstation-7,10.202.186.215
2026-01-13T10:53:28,peer2,git_archive_download,general-tools,internal,139090171,corp-laptop-14,10.196.8.190
2026-01-13T11:07:15,peer5,git_fetch,general-tools,internal,42232214,corp-laptop-14,10.161.34.235
2026-01-13T11:30:37,peer5,git_archive_download,accelerator-arch,restricted,359613348,corp-workstation-7,10.40.31.32
2026-01-13T12:25:14,peer3,git_fetch,ai-orchestrator,crown_jewel,19815260,corp-laptop-22,10.253.132.136
2026-01-13T13:07:20,peer5,git_fetch,accelerator-arch,restricted,37086307,corp-workstation-7,10.156.111.132
2026-01-13T13:49:21,peer1,git_pull,smartnic-fw,restricted,9425809,corp-laptop-22,10.119.133.43
2026-01-13T14:14:37,peer3,git_archive_download,ai-orchestrator,crown_jewel,101739282,corp-laptop-14,10.154.51.86
2026-01-13T15:39:04,engineer.a,git_clone,build-pipelines,internal,355817831,corp-laptop-14,10.47.67.164
2026-01-13T17:19:45,peer3,git_archive_download,smartnic-fw,restricted,247136955,corp-laptop-14,10.207.52.132
2026-01-13T18:57:15,peer4,git_archive_download,general-tools,internal,74154534,corp-workstation-7,10.239.50.198
2026-01-13T19:28:42,peer4,git_pull,ai-orchestrator,crown_jewel,34575418,corp-laptop-22,10.251.32.101
2026-01-13T20:03:02,peer2,git_pull,ai-orchestrator,crown_jewel,5478624,corp-laptop-14,10.117.214.59
2026-01-13T23:07:35,engineer.a,git_fetch,smartnic-fw,restricted,46101785,corp-laptop-14,10.247.28.51
2026-01-13T23:18:13,peer3,git_fetch,general-tools,internal,38246445,corp-laptop-14,10.206.14.3
2026-01-13T23:42:27,peer2,git_pull,general-tools,internal,9249774,corp-laptop-11,10.130.243.108
2026-01-14T00:15:54,peer4,git_pull,general-tools,internal,366784,corp-laptop-14,10.78.225.75
2026-01-14T01:38:28,peer3,git_clone,accelerator-arch,restricted,250895526,corp-laptop-22,10.215.247.49
2026-01-14T02:45:05,engineer.a,git_archive_download,general-tools,internal,301143846,corp-workstation-7,10.132.2.211
2026-01-14T02:46:58,peer2,git_fetch,ai-orchestrator,crown_jewel,47826375,corp-laptop-22,10.87.188.23
2026-01-14T05:57:16,peer4,git_archive_download,general-tools,internal,164895512,corp-laptop-14,10.217.181.181
2026-01-14T06:17:55,peer4,git_clone,smartnic-fw,restricted,92378746,corp-workstation-7,10.253.144.176
2026-01-14T06:32:33,engineer.a,git_pull,ai-orchestrator,crown_jewel,42964095,corp-laptop-14,10.72.129.153
2026-01-14T07:39:40,peer1,git_pull,build-pipelines,internal,45752298,corp-laptop-11,10.76.20.230
2026-01-14T08:57:30,peer5,git_clone,accelerator-arch,restricted,246803676,corp-laptop-11,10.111.62.84
2026-01-14T09:03:51,engineer.a,git_pull,ai-orchestrator,crown_jewel,39060084,corp-laptop-14,10.160.52.23
2026-01-14T10:13:44,peer1,git_fetch,smartnic-fw,restricted,11052225,corp-laptop-11,10.21.247.235
2026-01-14T10:15:24,peer5,git_fetch,smartnic-fw,restricted,12285822,corp-laptop-22,10.162.74.97
2026-01-14T11:42:51,peer1,git_pull,general-tools,internal,27804288,corp-laptop-14,10.160.72.166
2026-01-14T12:08:09,peer2,git_fetch,smartnic-fw,restricted,27822546,corp-laptop-22,10.74.129.220
2026-01-14T12:55:54,peer5,git_fetch,smartnic-fw,restricted,24148741,corp-laptop-22,10.42.218.152
2026-01-14T13:25:58,peer4,git_fetch,general-tools,internal,42196543,corp-laptop-14,10.119.214.87
2026-01-14T13:27:48,peer2,git_fetch,general-tools,internal,45180065,corp-laptop-22,10.107.250.100
2026-01-14T13:50:07,peer4,git_archive_download,ai-orchestrator,crown_jewel,267923451,corp-laptop-14,10.44.35.83
2026-01-14T16:22:39,peer5,git_pull,smartnic-fw,restricted,40121758,corp-laptop-11,10.96.99.124
2026-01-14T16:44:00,peer3,git_archive_download,build-pipelines,internal,142936942,corp-laptop-22,10.86.25.23
2026-01-14T16:56:24,engineer.a,git_fetch,accelerator-arch,restricted,12171401,corp-laptop-22,10.6.67.192
2026-01-14T17:00:37,peer3,git_fetch,smartnic-fw,restricted,39629047,corp-laptop-14,10.116.16.232
2026-01-14T17:13:28,peer5,git_pull,smartnic-fw,restricted,12853736,corp-laptop-11,10.211.201.119
2026-01-14T17:35:56,peer4,git_fetch,smartnic-fw,restricted,5365643,corp-laptop-22,10.88.140.95
2026-01-14T18:59:23,peer4,git_fetch,ai-orchestrator,crown_jewel,34158820,corp-workstation-7,10.45.164.29
2026-01-14T19:25:23,peer4,git_pull,smartnic-fw,restricted,32492711,corp-workstation-7,10.246.248.99
2026-01-14T20:42:04,peer3,git_pull,build-pipelines,internal,15915837,corp-laptop-14,10.125.163.202
2026-01-14T22:20:35,engineer.a,git_fetch,smartnic-fw,restricted,32266054,corp-laptop-14,10.90.179.43
2026-01-14T23:18:07,peer2,git_fetch,ai-orchestrator,crown_jewel,47577922,corp-workstation-7,10.72.98.87
2026-01-14T23:20:46,engineer.a,git_fetch,build-pipelines,internal,1884739,corp-laptop-14,10.191.202.212
2026-01-14T23:35:26,peer5,git_archive_download,build-pipelines,internal,352666367,corp-laptop-11,10.16.203.20
2026-01-15T00:34:30,peer4,git_archive_download,general-tools,internal,99032729,corp-laptop-11,10.198.59.196
2026-01-15T01:36:19,peer2,git_pull,build-pipelines,internal,19831879,corp-laptop-22,10.47.208.191
2026-01-15T04:04:26,peer1,git_clone,accelerator-arch,restricted,106303073,corp-laptop-14,10.60.221.68
2026-01-15T04:41:32,peer5,git_fetch,ai-orchestrator,crown_jewel,254642,corp-laptop-14,10.3.67.51
2026-01-15T04:46:25,peer5,git_clone,accelerator-arch,restricted,396865443,corp-laptop-14,10.237.121.15
2026-01-15T05:23:41,engineer.a,git_clone,build-pipelines,internal,222696813,corp-laptop-14,10.179.22.132
2026-01-15T08:11:23,peer2,git_fetch,general-tools,internal,39669229,corp-laptop-11,10.250.161.173
2026-01-15T08:23:25,engineer.a,git_archive_download,accelerator-arch,restricted,178564124,corp-laptop-22,10.202.164.120
2026-01-15T08:51:22,peer4,git_fetch,general-tools,internal,2629559,corp-laptop-14,10.162.119.73
2026-01-15T09:37:20,peer2,git_fetch,ai-orchestrator,crown_jewel,39048121,corp-workstation-7,10.244.53.53
2026-01-15T09:54:22,peer4,git_fetch,general-tools,internal,10204031,corp-laptop-11,10.86.204.254
2026-01-15T10:09:38,peer5,git_archive_download,build-pipelines,internal,195738585,corp-laptop-14,10.51.175.239
2026-01-15T10:40:05,engineer.a,git_pull,smartnic-fw,restricted,11263513,corp-laptop-14,10.168.22.184
2026-01-15T11:29:11,peer4,git_fetch,general-tools,internal,45668519,corp-laptop-11,10.87.143.25
2026-01-15T11:59:58,peer5,git_fetch,ai-orchestrator,crown_jewel,25298696,corp-laptop-22,10.228.181.69
2026-01-15T13:01:42,engineer.a,git_fetch,ai-orchestrator,crown_jewel,3547186,corp-laptop-11,10.54.232.136
2026-01-15T13:22:59,peer3,git_pull,accelerator-arch,restricted,48686408,corp-laptop-11,10.221.116.96
2026-01-15T13:23:39,engineer.a,git_pull,smartnic-fw,restricted,4330336,corp-laptop-14,10.61.175.168
2026-01-15T14:15:58,engineer.a,git_archive_download,ai-orchestrator,crown_jewel,177730382,corp-workstation-7,10.125.214.207
2026-01-15T14:35:41,peer2,git_pull,ai-orchestrator,crown_jewel,3481680,corp-laptop-22,10.128.147.152
2026-01-15T14:37:06,peer4,git_fetch,smartnic-fw,restricted,34141631,corp-laptop-22,10.250.146.93
2026-01-15T15:39:01,peer2,git_pull,build-pipelines,internal,25424707,corp-laptop-22,10.166.228.235
2026-01-15T15:54:52,peer2,git_fetch,smartnic-fw,restricted,40910021,corp-laptop-11,10.249.182.8
2026-01-15T16:27:12,peer5,git_fetch,smartnic-fw,restricted,12225310,corp-workstation-7,10.239.20.51
2026-01-15T17:57:58,engineer.a,git_archive_download,general-tools,internal,68614420,corp-laptop-14,10.246.198.225
2026-01-15T19:16:07,peer5,git_fetch,general-tools,internal,37030078,corp-laptop-22,10.118.249.103
2026-01-15T19:25:57,peer2,git_clone,smartnic-fw,restricted,354335484,corp-laptop-22,10.167.50.121
2026-01-15T19:58:15,peer5,git_fetch,smartnic-fw,restricted,5339858,corp-laptop-22,10.217.127.175
2026-01-15T20:13:28,peer5,git_pull,accelerator-arch,restricted,23854066,corp-laptop-11,10.61.37.163
2026-01-15T20:53:54,engineer.a,git_pull,smartnic-fw,restricted,23543545,corp-workstation-7,10.96.5.130
2026-01-15T21:04:01,peer3,git_clone,ai-orchestrator,crown_jewel,385062803,corp-laptop-14,10.78.92.32
2026-01-15T21:15:11,peer3,git_clone,accelerator-arch,restricted,169015558,corp-laptop-22,10.1.158.131
2026-01-15T21:27:14,peer3,git_clone,accelerator-arch,restricted,99882222,corp-laptop-11,10.216.244.10
2026-01-15T22:48:12,peer3,git_pull,build-pipelines,internal,40383848,corp-laptop-22,10.131.152.54
2026-01-15T23:01:31,peer3,git_fetch,ai-orchestrator,crown_jewel,35262640,corp-laptop-14,10.180.130.198
2026-01-16T01:00:59,engineer.a,git_fetch,ai-orchestrator,crown_jewel,5384061,corp-laptop-14,10.111.47.125
2026-01-16T02:44:04,peer1,git_fetch,smartnic-fw,restricted,47025938,corp-workstation-7,10.91.29.152
2026-01-16T03:09:13,peer5,git_fetch,general-tools,internal,25392108,corp-workstation-7,10.145.163.86
2026-01-16T03:12:48,peer3,git_pull,smartnic-fw,restricted,45005431,corp-laptop-11,10.139.87.112
2026-01-16T03:25:16,engineer.a,git_fetch,accelerator-arch,restricted,11988530,corp-laptop-11,10.221.192.139
2026-01-16T03:34:41,peer2,git_pull,build-pipelines,internal,35968809,corp-laptop-14,10.142.96.231
2026-01-16T03:40:47,engineer.a,git_pull,accelerator-arch,restricted,20904826,corp-laptop-11,10.91.206.139
2026-01-16T03:58:00,peer2,git_clone,general-tools,internal,310373741,corp-laptop-11,10.183.97.25
2026-01-16T04:03:36,peer4,git_fetch,ai-orchestrator,crown_jewel,18689690,corp-workstation-7,10.156.253.229
2026-01-16T04:11:36,engineer.a,git_clone,ai-orchestrator,crown_jewel,344462049,corp-laptop-14,10.218.196.135
2026-01-16T05:24:34,engineer.a,git_fetch,smartnic-fw,restricted,41489361,corp-laptop-14,10.153.24.175
2026-01-16T06:05:15,peer5,git_fetch,accelerator-arch,restricted,12046281,corp-workstation-7,10.7.250.204
2026-01-16T06:06:17,engineer.a,git_fetch,smartnic-fw,restricted,18062692,corp-laptop-14,10.100.70.135
2026-01-16T06:26:31,peer3,git_archive_download,ai-orchestrator,crown_jewel,140559049,corp-laptop-11,10.230.63.83
2026-01-16T07:09:46,peer4,git_fetch,build-pipelines,internal,9625882,corp-laptop-11,10.243.132.41
2026-01-16T07:51:36,peer5,git_fetch,ai-orchestrator,crown_jewel,1557336,corp-laptop-22,10.163.172.116
